date;hour;value
21/06/2022;9;269
21/06/2022;10;467
21/06/2022;11;698
21/06/2022;12;693
21/06/2022;13;658
21/06/2022;14;488
21/06/2022;15;453
21/06/2022;16;521
21/06/2022;17;596
21/06/2022;18;607
21/06/2022;19;588
21/06/2022;20;382
21/06/2022;21;291
21/06/2022;22;225
21/06/2022;23;98
21/06/2022;24;36
22/06/2022;9;235
22/06/2022;10;554
22/06/2022;11;629
22/06/2022;12;718
22/06/2022;13;619
22/06/2022;14;549
22/06/2022;15;528
22/06/2022;16;492
22/06/2022;17;535
22/06/2022;18;631
22/06/2022;19;579
22/06/2022;20;454
22/06/2022;21;275
22/06/2022;22;228
22/06/2022;23;90
22/06/2022;24;28
23/06/2022;9;260
23/06/2022;10;483
23/06/2022;11;688
23/06/2022;12;500
23/06/2022;13;524
23/06/2022;14;495
23/06/2022;15;526
23/06/2022;16;529
23/06/2022;17;499
23/06/2022;18;505
23/06/2022;19;537
23/06/2022;20;421
23/06/2022;21;269
23/06/2022;22;165
23/06/2022;23;93
23/06/2022;24;34
24/06/2022;9;238
24/06/2022;10;445
24/06/2022;11;587
24/06/2022;12;527
24/06/2022;13;543
24/06/2022;14;407
24/06/2022;15;455
24/06/2022;16;435
24/06/2022;17;407
24/06/2022;18;402
24/06/2022;19;429
24/06/2022;20;398
24/06/2022;21;237
24/06/2022;22;134
24/06/2022;23;81
24/06/2022;24;22
25/06/2022;9;186
25/06/2022;10;370
25/06/2022;11;436
25/06/2022;12;403
25/06/2022;13;357
25/06/2022;14;310
25/06/2022;15;272
25/06/2022;16;267
25/06/2022;17;307
25/06/2022;18;311
25/06/2022;19;291
25/06/2022;20;185
25/06/2022;21;123
25/06/2022;22;104
25/06/2022;23;61
25/06/2022;24;16
26/06/2022;9;82
26/06/2022;10;163
26/06/2022;11;208
26/06/2022;12;260
26/06/2022;13;195
26/06/2022;14;1
26/06/2022;15;1
26/06/2022;16;1
26/06/2022;17;1
26/06/2022;18;1
26/06/2022;19;1
26/06/2022;20;1
26/06/2022;21;1
26/06/2022;22;1
26/06/2022;23;1
26/06/2022;24;1
27/06/2022;9;1
27/06/2022;10;1
27/06/2022;11;1
27/06/2022;12;1
27/06/2022;13;1
27/06/2022;14;1
27/06/2022;15;1
27/06/2022;16;1
27/06/2022;17;1
27/06/2022;18;1
27/06/2022;19;1
27/06/2022;20;1
27/06/2022;21;1
27/06/2022;22;1
27/06/2022;23;1
27/06/2022;24;1
28/06/2022;9;283
28/06/2022;10;652
28/06/2022;11;821
28/06/2022;12;834
28/06/2022;13;653
28/06/2022;14;612
28/06/2022;15;593
28/06/2022;16;587
28/06/2022;17;662
28/06/2022;18;667
28/06/2022;19;608
28/06/2022;20;501
28/06/2022;21;347
28/06/2022;22;224
28/06/2022;23;108
28/06/2022;24;53
29/06/2022;9;309
29/06/2022;10;553
29/06/2022;11;738
29/06/2022;12;701
29/06/2022;13;630
29/06/2022;14;515
29/06/2022;15;435
29/06/2022;16;549
29/06/2022;17;579
29/06/2022;18;627
29/06/2022;19;608
29/06/2022;20;424
29/06/2022;21;338
29/06/2022;22;230
29/06/2022;23;148
29/06/2022;24;60
30/06/2022;9;315
30/06/2022;10;807
30/06/2022;11;724
30/06/2022;12;996
30/06/2022;13;1.082
30/06/2022;14;879
30/06/2022;15;762
30/06/2022;16;487
30/06/2022;17;542
30/06/2022;18;596
30/06/2022;19;563
30/06/2022;20;431
30/06/2022;21;247
30/06/2022;22;153
30/06/2022;23;105
30/06/2022;24;29
01/07/2022;9;288
01/07/2022;10;486
01/07/2022;11;866
01/07/2022;12;982
01/07/2022;13;1.040
01/07/2022;14;642
01/07/2022;15;484
01/07/2022;16;483
01/07/2022;17;469
01/07/2022;18;536
01/07/2022;19;425
01/07/2022;20;349
01/07/2022;21;207
01/07/2022;22;145
01/07/2022;23;125
01/07/2022;24;29
02/07/2022;9;160
02/07/2022;10;383
02/07/2022;11;402
02/07/2022;12;460
02/07/2022;13;417
02/07/2022;14;420
02/07/2022;15;425
02/07/2022;16;319
02/07/2022;17;313
02/07/2022;18;365
02/07/2022;19;349
02/07/2022;20;437
02/07/2022;21;336
02/07/2022;22;225
02/07/2022;23;147
02/07/2022;24;44
03/07/2022;9;114
03/07/2022;10;188
03/07/2022;11;453
03/07/2022;12;443
03/07/2022;13;282
03/07/2022;14;213
03/07/2022;15;168
03/07/2022;16;184
03/07/2022;17;179
03/07/2022;18;320
03/07/2022;19;355
03/07/2022;20;287
03/07/2022;21;131
03/07/2022;22;123
03/07/2022;23;58
03/07/2022;24;17
04/07/2022;9;289
04/07/2022;10;643
04/07/2022;11;627
04/07/2022;12;733
04/07/2022;13;655
04/07/2022;14;524
04/07/2022;15;581
04/07/2022;16;500
04/07/2022;17;659
04/07/2022;18;600
04/07/2022;19;602
04/07/2022;20;478
04/07/2022;21;304
04/07/2022;22;243
04/07/2022;23;121
04/07/2022;24;32
05/07/2022;9;275
05/07/2022;10;609
05/07/2022;11;679
05/07/2022;12;620
05/07/2022;13;638
05/07/2022;14;544
05/07/2022;15;482
05/07/2022;16;514
05/07/2022;17;537
05/07/2022;18;604
05/07/2022;19;614
05/07/2022;20;491
05/07/2022;21;288
05/07/2022;22;193
05/07/2022;23;132
05/07/2022;24;52
06/07/2022;9;286
06/07/2022;10;537
06/07/2022;11;677
06/07/2022;12;617
06/07/2022;13;507
06/07/2022;14;514
06/07/2022;15;520
06/07/2022;16;534
06/07/2022;17;578
06/07/2022;18;538
06/07/2022;19;526
06/07/2022;20;446
06/07/2022;21;256
06/07/2022;22;225
06/07/2022;23;76
06/07/2022;24;34
07/07/2022;9;283
07/07/2022;10;550
07/07/2022;11;722
07/07/2022;12;766
07/07/2022;13;602
07/07/2022;14;546
07/07/2022;15;526
07/07/2022;16;543
07/07/2022;17;664
07/07/2022;18;854
07/07/2022;19;836
07/07/2022;20;548
07/07/2022;21;366
07/07/2022;22;200
07/07/2022;23;97
07/07/2022;24;35
08/07/2022;9;287
08/07/2022;10;598
08/07/2022;11;590
08/07/2022;12;700
08/07/2022;13;710
08/07/2022;14;588
08/07/2022;15;583
08/07/2022;16;521
08/07/2022;17;572
08/07/2022;18;604
08/07/2022;19;575
08/07/2022;20;438
08/07/2022;21;218
08/07/2022;22;169
08/07/2022;23;93
08/07/2022;24;27
09/07/2022;9;190
09/07/2022;10;398
09/07/2022;11;481
09/07/2022;12;425
09/07/2022;13;432
09/07/2022;14;389
09/07/2022;15;302
09/07/2022;16;306
09/07/2022;17;243
09/07/2022;18;316
09/07/2022;19;278
09/07/2022;20;247
09/07/2022;21;164
09/07/2022;22;153
09/07/2022;23;147
09/07/2022;24;42
10/07/2022;9;97
10/07/2022;10;171
10/07/2022;11;272
10/07/2022;12;236
10/07/2022;13;203
10/07/2022;14;172
10/07/2022;15;142
10/07/2022;16;150
10/07/2022;17;170
10/07/2022;18;167
10/07/2022;19;178
10/07/2022;20;164
10/07/2022;21;109
10/07/2022;22;120
10/07/2022;23;43
10/07/2022;24;25
11/07/2022;9;263
11/07/2022;10;629
11/07/2022;11;751
11/07/2022;12;823
11/07/2022;13;687
11/07/2022;14;608
11/07/2022;15;575
11/07/2022;16;693
11/07/2022;17;756
11/07/2022;18;696
11/07/2022;19;685
11/07/2022;20;520
11/07/2022;21;330
11/07/2022;22;236
11/07/2022;23;89
11/07/2022;24;20
12/07/2022;9;264
12/07/2022;10;545
12/07/2022;11;646
12/07/2022;12;689
12/07/2022;13;667
12/07/2022;14;511
12/07/2022;15;600
12/07/2022;16;464
12/07/2022;17;612
12/07/2022;18;645
12/07/2022;19;605
12/07/2022;20;472
12/07/2022;21;274
12/07/2022;22;185
12/07/2022;23;81
12/07/2022;24;32
13/07/2022;9;255
13/07/2022;10;580
13/07/2022;11;665
13/07/2022;12;628
13/07/2022;13;641
13/07/2022;14;536
13/07/2022;15;621
13/07/2022;16;579
13/07/2022;17;526
13/07/2022;18;647
13/07/2022;19;554
13/07/2022;20;468
13/07/2022;21;332
13/07/2022;22;151
13/07/2022;23;87
13/07/2022;24;46
14/07/2022;9;253
14/07/2022;10;616
14/07/2022;11;708
14/07/2022;12;823
14/07/2022;13;722
14/07/2022;14;626
14/07/2022;15;598
14/07/2022;16;553
14/07/2022;17;578
14/07/2022;18;562
14/07/2022;19;638
14/07/2022;20;470
14/07/2022;21;312
14/07/2022;22;175
14/07/2022;23;76
14/07/2022;24;42
15/07/2022;9;233
15/07/2022;10;473
15/07/2022;11;684
15/07/2022;12;723
15/07/2022;13;675
15/07/2022;14;482
15/07/2022;15;479
15/07/2022;16;615
15/07/2022;17;564
15/07/2022;18;554
15/07/2022;19;566
15/07/2022;20;393
15/07/2022;21;263
15/07/2022;22;165
15/07/2022;23;62
15/07/2022;24;27
16/07/2022;9;170
16/07/2022;10;408
16/07/2022;11;452
16/07/2022;12;518
16/07/2022;13;475
16/07/2022;14;306
16/07/2022;15;313
16/07/2022;16;290
16/07/2022;17;290
16/07/2022;18;299
16/07/2022;19;307
16/07/2022;20;211
16/07/2022;21;132
16/07/2022;22;109
16/07/2022;23;46
16/07/2022;24;11
17/07/2022;9;91
17/07/2022;10;188
17/07/2022;11;248
17/07/2022;12;199
17/07/2022;13;218
17/07/2022;14;170
17/07/2022;15;171
17/07/2022;16;172
17/07/2022;17;147
17/07/2022;18;183
17/07/2022;19;168
17/07/2022;20;178
17/07/2022;21;156
17/07/2022;22;89
17/07/2022;23;62
17/07/2022;24;23
18/07/2022;9;259
18/07/2022;10;659
18/07/2022;11;825
18/07/2022;12;786
18/07/2022;13;681
18/07/2022;14;599
18/07/2022;15;587
18/07/2022;16;569
18/07/2022;17;651
18/07/2022;18;650
18/07/2022;19;697
18/07/2022;20;536
18/07/2022;21;330
18/07/2022;22;219
18/07/2022;23;89
18/07/2022;24;33
19/07/2022;9;243
19/07/2022;10;589
19/07/2022;11;642
19/07/2022;12;716
19/07/2022;13;676
19/07/2022;14;533
19/07/2022;15;544
19/07/2022;16;624
19/07/2022;17;655
19/07/2022;18;706
19/07/2022;19;648
19/07/2022;20;392
19/07/2022;21;399
19/07/2022;22;252
19/07/2022;23;125
19/07/2022;24;43
20/07/2022;9;291
20/07/2022;10;648
20/07/2022;11;680
20/07/2022;12;785
20/07/2022;13;648
20/07/2022;14;510
20/07/2022;15;632
20/07/2022;16;485
20/07/2022;17;506
20/07/2022;18;610
20/07/2022;19;651
20/07/2022;20;511
20/07/2022;21;297
20/07/2022;22;221
20/07/2022;23;96
20/07/2022;24;29
21/07/2022;9;288
21/07/2022;10;618
21/07/2022;11;691
21/07/2022;12;671
21/07/2022;13;590
21/07/2022;14;551
21/07/2022;15;550
21/07/2022;16;515
21/07/2022;17;517
21/07/2022;18;645
21/07/2022;19;585
21/07/2022;20;520
21/07/2022;21;328
21/07/2022;22;169
21/07/2022;23;98
21/07/2022;24;34
22/07/2022;9;251
22/07/2022;10;604
22/07/2022;11;652
22/07/2022;12;671
22/07/2022;13;583
22/07/2022;14;503
22/07/2022;15;548
22/07/2022;16;536
22/07/2022;17;558
22/07/2022;18;524
22/07/2022;19;556
22/07/2022;20;419
22/07/2022;21;269
22/07/2022;22;190
22/07/2022;23;75
22/07/2022;24;18
23/07/2022;9;155
23/07/2022;10;439
23/07/2022;11;467
23/07/2022;12;498
23/07/2022;13;470
23/07/2022;14;285
23/07/2022;15;360
23/07/2022;16;332
23/07/2022;17;320
23/07/2022;18;338
23/07/2022;19;298
23/07/2022;20;243
23/07/2022;21;187
23/07/2022;22;86
23/07/2022;23;49
23/07/2022;24;21
24/07/2022;9;101
24/07/2022;10;162
24/07/2022;11;237
24/07/2022;12;273
24/07/2022;13;260
24/07/2022;14;172
24/07/2022;15;174
24/07/2022;16;190
24/07/2022;17;198
24/07/2022;18;222
24/07/2022;19;239
24/07/2022;20;196
24/07/2022;21;119
24/07/2022;22;102
24/07/2022;23;59
24/07/2022;24;26
25/07/2022;9;362
25/07/2022;10;876
25/07/2022;11;1.429
25/07/2022;12;1.031
25/07/2022;13;1.031
25/07/2022;14;793
25/07/2022;15;736
25/07/2022;16;737
25/07/2022;17;750
25/07/2022;18;836
25/07/2022;19;849
25/07/2022;20;644
25/07/2022;21;427
25/07/2022;22;238
25/07/2022;23;120
25/07/2022;24;46
26/07/2022;9;315
26/07/2022;10;893
26/07/2022;11;943
26/07/2022;12;908
26/07/2022;13;655
26/07/2022;14;648
26/07/2022;15;650
26/07/2022;16;624
26/07/2022;17;659
26/07/2022;18;622
26/07/2022;19;735
26/07/2022;20;548
26/07/2022;21;305
26/07/2022;22;216
26/07/2022;23;93
26/07/2022;24;49
27/07/2022;9;353
27/07/2022;10;704
27/07/2022;11;888
27/07/2022;12;850
27/07/2022;13;747
27/07/2022;14;535
27/07/2022;15;685
27/07/2022;16;602
27/07/2022;17;645
27/07/2022;18;637
27/07/2022;19;548
27/07/2022;20;499
27/07/2022;21;333
27/07/2022;22;195
27/07/2022;23;112
27/07/2022;24;30
28/07/2022;9;311
28/07/2022;10;623
28/07/2022;11;730
28/07/2022;12;822
28/07/2022;13;701
28/07/2022;14;542
28/07/2022;15;507
28/07/2022;16;507
28/07/2022;17;621
28/07/2022;18;622
28/07/2022;19;635
28/07/2022;20;497
28/07/2022;21;281
28/07/2022;22;219
28/07/2022;23;137
28/07/2022;24;38
29/07/2022;9;244
29/07/2022;10;649
29/07/2022;11;787
29/07/2022;12;746
29/07/2022;13;705
29/07/2022;14;504
29/07/2022;15;562
29/07/2022;16;557
29/07/2022;17;495
29/07/2022;18;561
29/07/2022;19;522
29/07/2022;20;377
29/07/2022;21;256
29/07/2022;22;120
29/07/2022;23;70
29/07/2022;24;37
30/07/2022;9;163
30/07/2022;10;432
30/07/2022;11;485
30/07/2022;12;529
30/07/2022;13;1
30/07/2022;14;279
30/07/2022;15;1
30/07/2022;16;1
30/07/2022;17;1
30/07/2022;18;1
30/07/2022;19;1
30/07/2022;20;147
30/07/2022;21;202
30/07/2022;22;135
30/07/2022;23;65
30/07/2022;24;18
31/07/2022;9;103
31/07/2022;10;168
31/07/2022;11;259
31/07/2022;12;317
31/07/2022;13;260
31/07/2022;14;147
31/07/2022;15;179
31/07/2022;16;194
31/07/2022;17;177
31/07/2022;18;214
31/07/2022;19;205
31/07/2022;20;164
31/07/2022;21;127
31/07/2022;22;94
31/07/2022;23;59
31/07/2022;24;20
01/08/2022;9;299
01/08/2022;10;696
01/08/2022;11;927
01/08/2022;12;1.278
01/08/2022;13;993
01/08/2022;14;690
01/08/2022;15;628
01/08/2022;16;546
01/08/2022;17;640
01/08/2022;18;696
01/08/2022;19;703
01/08/2022;20;491
01/08/2022;21;264
01/08/2022;22;219
01/08/2022;23;72
01/08/2022;24;38
02/08/2022;9;263
02/08/2022;10;558
02/08/2022;11;686
02/08/2022;12;611
02/08/2022;13;592
02/08/2022;14;537
02/08/2022;15;583
02/08/2022;16;595
02/08/2022;17;517
02/08/2022;18;580
02/08/2022;19;569
02/08/2022;20;477
02/08/2022;21;280
02/08/2022;22;172
02/08/2022;23;1
02/08/2022;24;1
03/08/2022;9;247
03/08/2022;10;560
03/08/2022;11;655
03/08/2022;12;676
03/08/2022;13;618
03/08/2022;14;462
03/08/2022;15;523
03/08/2022;16;546
03/08/2022;17;599
03/08/2022;18;600
03/08/2022;19;540
03/08/2022;20;456
03/08/2022;21;318
03/08/2022;22;141
03/08/2022;23;118
03/08/2022;24;66
04/08/2022;9;280
04/08/2022;10;618
04/08/2022;11;681
04/08/2022;12;774
04/08/2022;13;729
04/08/2022;14;546
04/08/2022;15;553
04/08/2022;16;512
04/08/2022;17;596
04/08/2022;18;553
04/08/2022;19;545
04/08/2022;20;426
04/08/2022;21;234
04/08/2022;22;138
04/08/2022;23;91
04/08/2022;24;23
05/08/2022;9;262
05/08/2022;10;519
05/08/2022;11;648
05/08/2022;12;555
05/08/2022;13;597
05/08/2022;14;475
05/08/2022;15;424
05/08/2022;16;473
05/08/2022;17;480
05/08/2022;18;506
05/08/2022;19;570
05/08/2022;20;454
05/08/2022;21;225
05/08/2022;22;94
05/08/2022;23;77
05/08/2022;24;22
06/08/2022;9;146
06/08/2022;10;368
06/08/2022;11;428
06/08/2022;12;486
06/08/2022;13;346
06/08/2022;14;322
06/08/2022;15;286
06/08/2022;16;239
06/08/2022;17;289
06/08/2022;18;281
06/08/2022;19;292
06/08/2022;20;262
06/08/2022;21;143
06/08/2022;22;94
06/08/2022;23;41
06/08/2022;24;19
07/08/2022;9;108
07/08/2022;10;187
07/08/2022;11;275
07/08/2022;12;316
07/08/2022;13;240
07/08/2022;14;162
07/08/2022;15;165
07/08/2022;16;174
07/08/2022;17;169
07/08/2022;18;193
07/08/2022;19;188
07/08/2022;20;183
07/08/2022;21;153
07/08/2022;22;111
07/08/2022;23;79
07/08/2022;24;45
08/08/2022;9;336
08/08/2022;10;636
08/08/2022;11;718
08/08/2022;12;787
08/08/2022;13;663
08/08/2022;14;542
08/08/2022;15;504
08/08/2022;16;97
08/08/2022;17;165
08/08/2022;18;318
08/08/2022;19;427
08/08/2022;20;365
08/08/2022;21;325
08/08/2022;22;196
08/08/2022;23;83
08/08/2022;24;38
09/08/2022;9;293
09/08/2022;10;730
09/08/2022;11;767
09/08/2022;12;740
09/08/2022;13;681
09/08/2022;14;535
09/08/2022;15;553
09/08/2022;16;600
09/08/2022;17;546
09/08/2022;18;715
09/08/2022;19;564
09/08/2022;20;440
09/08/2022;21;272
09/08/2022;22;150
09/08/2022;23;1
09/08/2022;24;1
10/08/2022;9;234
10/08/2022;10;598
10/08/2022;11;939
10/08/2022;12;816
10/08/2022;13;647
10/08/2022;14;583
10/08/2022;15;552
10/08/2022;16;581
10/08/2022;17;675
10/08/2022;18;898
10/08/2022;19;731
10/08/2022;20;491
10/08/2022;21;283
10/08/2022;22;155
10/08/2022;23;84
10/08/2022;24;46
11/08/2022;9;220
11/08/2022;10;632
11/08/2022;11;893
11/08/2022;12;1.011
11/08/2022;13;913
11/08/2022;14;496
11/08/2022;15;693
11/08/2022;16;692
11/08/2022;17;575
11/08/2022;18;574
11/08/2022;19;458
11/08/2022;20;383
11/08/2022;21;259
11/08/2022;22;134
11/08/2022;23;69
11/08/2022;24;26
12/08/2022;9;237
12/08/2022;10;472
12/08/2022;11;727
12/08/2022;12;579
12/08/2022;13;638
12/08/2022;14;538
12/08/2022;15;534
12/08/2022;16;646
12/08/2022;17;601
12/08/2022;18;583
12/08/2022;19;509
12/08/2022;20;386
12/08/2022;21;216
12/08/2022;22;135
12/08/2022;23;73
12/08/2022;24;29
13/08/2022;9;209
13/08/2022;10;410
13/08/2022;11;525
13/08/2022;12;551
13/08/2022;13;414
13/08/2022;14;347
13/08/2022;15;386
13/08/2022;16;273
13/08/2022;17;317
13/08/2022;18;320
13/08/2022;19;358
13/08/2022;20;357
13/08/2022;21;192
13/08/2022;22;135
13/08/2022;23;56
13/08/2022;24;28
14/08/2022;9;97
14/08/2022;10;172
14/08/2022;11;304
14/08/2022;12;264
14/08/2022;13;204
14/08/2022;14;199
14/08/2022;15;192
14/08/2022;16;171
14/08/2022;17;163
14/08/2022;18;161
14/08/2022;19;156
14/08/2022;20;154
14/08/2022;21;114
14/08/2022;22;75
14/08/2022;23;41
14/08/2022;24;26
15/08/2022;9;76
15/08/2022;10;130
15/08/2022;11;206
15/08/2022;12;232
15/08/2022;13;169
15/08/2022;14;112
15/08/2022;15;143
15/08/2022;16;127
15/08/2022;17;116
15/08/2022;18;156
15/08/2022;19;142
15/08/2022;20;148
15/08/2022;21;127
15/08/2022;22;79
15/08/2022;23;59
15/08/2022;24;26
16/08/2022;9;268
16/08/2022;10;659
16/08/2022;11;941
16/08/2022;12;877
16/08/2022;13;719
16/08/2022;14;587
16/08/2022;15;515
16/08/2022;16;643
16/08/2022;17;655
16/08/2022;18;670
16/08/2022;19;576
16/08/2022;20;349
16/08/2022;21;261
16/08/2022;22;154
16/08/2022;23;65
16/08/2022;24;29
17/08/2022;9;234
17/08/2022;10;602
17/08/2022;11;668
17/08/2022;12;803
17/08/2022;13;665
17/08/2022;14;545
17/08/2022;15;540
17/08/2022;16;515
17/08/2022;17;622
17/08/2022;18;606
17/08/2022;19;528
17/08/2022;20;414
17/08/2022;21;225
17/08/2022;22;114
17/08/2022;23;69
17/08/2022;24;38
18/08/2022;9;209
18/08/2022;10;574
18/08/2022;11;697
18/08/2022;12;652
18/08/2022;13;634
18/08/2022;14;546
18/08/2022;15;573
18/08/2022;16;541
18/08/2022;17;553
18/08/2022;18;562
18/08/2022;19;483
18/08/2022;20;388
18/08/2022;21;227
18/08/2022;22;126
18/08/2022;23;80
18/08/2022;24;44
19/08/2022;9;158
19/08/2022;10;529
19/08/2022;11;616
19/08/2022;12;698
19/08/2022;13;608
19/08/2022;14;470
19/08/2022;15;497
19/08/2022;16;514
19/08/2022;17;497
19/08/2022;18;500
19/08/2022;19;398
19/08/2022;20;337
19/08/2022;21;197
19/08/2022;22;136
19/08/2022;23;67
19/08/2022;24;15
20/08/2022;9;156
20/08/2022;10;308
20/08/2022;11;430
20/08/2022;12;440
20/08/2022;13;337
20/08/2022;14;303
20/08/2022;15;242
20/08/2022;16;292
20/08/2022;17;289
20/08/2022;18;258
20/08/2022;19;296
20/08/2022;20;236
20/08/2022;21;157
20/08/2022;22;114
20/08/2022;23;79
20/08/2022;24;36
21/08/2022;9;65
21/08/2022;10;161
21/08/2022;11;206
21/08/2022;12;223
21/08/2022;13;197
21/08/2022;14;171
21/08/2022;15;137
21/08/2022;16;148
21/08/2022;17;169
21/08/2022;18;141
21/08/2022;19;195
21/08/2022;20;175
21/08/2022;21;109
21/08/2022;22;137
21/08/2022;23;133
21/08/2022;24;47
22/08/2022;9;245
22/08/2022;10;659
22/08/2022;11;844
22/08/2022;12;799
22/08/2022;13;818
22/08/2022;14;618
22/08/2022;15;693
22/08/2022;16;621
22/08/2022;17;591
22/08/2022;18;729
22/08/2022;19;666
22/08/2022;20;489
22/08/2022;21;276
22/08/2022;22;177
22/08/2022;23;137
22/08/2022;24;85
23/08/2022;9;246
23/08/2022;10;786
23/08/2022;11;773
23/08/2022;12;811
23/08/2022;13;725
23/08/2022;14;539
23/08/2022;15;515
23/08/2022;16;557
23/08/2022;17;598
23/08/2022;18;588
23/08/2022;19;490
23/08/2022;20;474
23/08/2022;21;275
23/08/2022;22;148
23/08/2022;23;79
23/08/2022;24;29
24/08/2022;9;273
24/08/2022;10;543
24/08/2022;11;721
24/08/2022;12;703
24/08/2022;13;622
24/08/2022;14;458
24/08/2022;15;423
24/08/2022;16;516
24/08/2022;17;518
24/08/2022;18;534
24/08/2022;19;515
24/08/2022;20;336
24/08/2022;21;236
24/08/2022;22;115
24/08/2022;23;72
24/08/2022;24;20
25/08/2022;9;377
25/08/2022;10;848
25/08/2022;11;1.173
25/08/2022;12;1.135
25/08/2022;13;733
25/08/2022;14;577
25/08/2022;15;528
25/08/2022;16;505
25/08/2022;17;584
25/08/2022;18;610
25/08/2022;19;550
25/08/2022;20;417
25/08/2022;21;212
25/08/2022;22;142
25/08/2022;23;74
25/08/2022;24;33
26/08/2022;9;236
26/08/2022;10;588
26/08/2022;11;687
26/08/2022;12;659
26/08/2022;13;631
26/08/2022;14;432
26/08/2022;15;473
26/08/2022;16;485
26/08/2022;17;479
26/08/2022;18;510
26/08/2022;19;483
26/08/2022;20;309
26/08/2022;21;212
26/08/2022;22;109
26/08/2022;23;67
26/08/2022;24;29
27/08/2022;9;148
27/08/2022;10;395
27/08/2022;11;460
27/08/2022;12;521
27/08/2022;13;390
27/08/2022;14;311
27/08/2022;15;346
27/08/2022;16;329
27/08/2022;17;343
27/08/2022;18;295
27/08/2022;19;334
27/08/2022;20;286
27/08/2022;21;168
27/08/2022;22;92
27/08/2022;23;55
27/08/2022;24;35
28/08/2022;9;96
28/08/2022;10;192
28/08/2022;11;234
28/08/2022;12;271
28/08/2022;13;232
28/08/2022;14;186
28/08/2022;15;195
28/08/2022;16;186
28/08/2022;17;262
28/08/2022;18;293
28/08/2022;19;273
28/08/2022;20;232
28/08/2022;21;195
28/08/2022;22;124
28/08/2022;23;79
28/08/2022;24;16
29/08/2022;9;308
29/08/2022;10;908
29/08/2022;11;917
29/08/2022;12;938
29/08/2022;13;814
29/08/2022;14;700
29/08/2022;15;711
29/08/2022;16;581
29/08/2022;17;698
29/08/2022;18;664
29/08/2022;19;779
29/08/2022;20;535
29/08/2022;21;292
29/08/2022;22;196
29/08/2022;23;113
29/08/2022;24;47
30/08/2022;9;241
30/08/2022;10;622
30/08/2022;11;778
30/08/2022;12;710
30/08/2022;13;669
30/08/2022;14;602
30/08/2022;15;557
30/08/2022;16;570
30/08/2022;17;533
30/08/2022;18;705
30/08/2022;19;659
30/08/2022;20;503
30/08/2022;21;280
30/08/2022;22;172
30/08/2022;23;127
30/08/2022;24;53
31/08/2022;9;261
31/08/2022;10;717
31/08/2022;11;780
31/08/2022;12;783
31/08/2022;13;627
31/08/2022;14;586
31/08/2022;15;559
31/08/2022;16;548
31/08/2022;17;522
31/08/2022;18;620
31/08/2022;19;591
31/08/2022;20;486
31/08/2022;21;324
31/08/2022;22;226
31/08/2022;23;116
31/08/2022;24;41
01/09/2022;9;657
01/09/2022;10;698
01/09/2022;11;1.072
01/09/2022;12;824
01/09/2022;13;717
01/09/2022;14;586
01/09/2022;15;537
01/09/2022;16;614
01/09/2022;17;558
01/09/2022;18;632
01/09/2022;19;639
01/09/2022;20;432
01/09/2022;21;295
01/09/2022;22;208
01/09/2022;23;109
01/09/2022;24;35
02/09/2022;9;265
02/09/2022;10;645
02/09/2022;11;640
02/09/2022;12;631
02/09/2022;13;649
02/09/2022;14;571
02/09/2022;15;554
02/09/2022;16;503
02/09/2022;17;525
02/09/2022;18;526
02/09/2022;19;479
02/09/2022;20;362
02/09/2022;21;164
02/09/2022;22;110
02/09/2022;23;53
02/09/2022;24;21
03/09/2022;9;161
03/09/2022;10;420
03/09/2022;11;490
03/09/2022;12;445
03/09/2022;13;505
03/09/2022;14;356
03/09/2022;15;342
03/09/2022;16;328
03/09/2022;17;307
03/09/2022;18;345
03/09/2022;19;307
03/09/2022;20;237
03/09/2022;21;118
03/09/2022;22;89
03/09/2022;23;68
03/09/2022;24;21
04/09/2022;9;97
04/09/2022;10;202
04/09/2022;11;345
04/09/2022;12;330
04/09/2022;13;246
04/09/2022;14;216
04/09/2022;15;193
04/09/2022;16;181
04/09/2022;17;183
04/09/2022;18;185
04/09/2022;19;179
04/09/2022;20;174
04/09/2022;21;123
04/09/2022;22;109
04/09/2022;23;68
04/09/2022;24;28
05/09/2022;9;495
05/09/2022;10;791
05/09/2022;11;941
05/09/2022;12;823
05/09/2022;13;741
05/09/2022;14;624
05/09/2022;15;550
05/09/2022;16;640
05/09/2022;17;687
05/09/2022;18;714
05/09/2022;19;612
05/09/2022;20;423
05/09/2022;21;320
05/09/2022;22;206
05/09/2022;23;92
05/09/2022;24;33
06/09/2022;9;262
06/09/2022;10;694
06/09/2022;11;626
06/09/2022;12;731
06/09/2022;13;673
06/09/2022;14;594
06/09/2022;15;545
06/09/2022;16;500
06/09/2022;17;603
06/09/2022;18;607
06/09/2022;19;594
06/09/2022;20;486
06/09/2022;21;257
06/09/2022;22;153
06/09/2022;23;87
06/09/2022;24;28
07/09/2022;9;248
07/09/2022;10;643
07/09/2022;11;793
07/09/2022;12;677
07/09/2022;13;639
07/09/2022;14;707
07/09/2022;15;667
07/09/2022;16;595
07/09/2022;17;582
07/09/2022;18;599
07/09/2022;19;551
07/09/2022;20;467
07/09/2022;21;289
07/09/2022;22;188
07/09/2022;23;187
07/09/2022;24;124
08/09/2022;9;241
08/09/2022;10;672
08/09/2022;11;778
08/09/2022;12;839
08/09/2022;13;644
08/09/2022;14;641
