date;hour;value
17/02/2020;16;790
17/02/2020;17;921
17/02/2020;18;997
17/02/2020;19;939
17/02/2020;20;593
17/02/2020;21;422
17/02/2020;22;104
17/02/2020;23;24
17/02/2020;24;5
18/02/2020;9;139
18/02/2020;10;918
18/02/2020;11;1.070
18/02/2020;12;1.145
18/02/2020;13;1.108
18/02/2020;14;893
18/02/2020;15;860
18/02/2020;16;772
18/02/2020;17;960
18/02/2020;18;998
18/02/2020;19;960
18/02/2020;20;752
18/02/2020;21;419
18/02/2020;22;107
18/02/2020;23;29
18/02/2020;24;3
19/02/2020;9;126
19/02/2020;10;1.049
19/02/2020;11;1.198
19/02/2020;12;947
19/02/2020;13;934
19/02/2020;14;768
19/02/2020;15;827
19/02/2020;16;800
19/02/2020;17;734
19/02/2020;18;939
19/02/2020;19;767
19/02/2020;20;647
19/02/2020;21;357
19/02/2020;22;53
19/02/2020;23;29
19/02/2020;24;3
20/02/2020;9;94
20/02/2020;10;839
20/02/2020;11;1.007
20/02/2020;12;1.069
20/02/2020;13;777
20/02/2020;14;703
20/02/2020;15;779
20/02/2020;16;781
20/02/2020;17;836
20/02/2020;18;824
20/02/2020;19;822
20/02/2020;20;595
20/02/2020;21;350
20/02/2020;22;73
20/02/2020;23;26
20/02/2020;24;7
21/02/2020;9;116
21/02/2020;10;819
21/02/2020;11;939
21/02/2020;12;968
21/02/2020;13;781
21/02/2020;14;575
21/02/2020;15;655
21/02/2020;16;761
21/02/2020;17;723
21/02/2020;18;802
21/02/2020;19;726
21/02/2020;20;458
21/02/2020;21;259
21/02/2020;22;49
21/02/2020;23;19
21/02/2020;24;10
22/02/2020;9;64
22/02/2020;10;476
22/02/2020;11;498
22/02/2020;12;640
22/02/2020;13;518
22/02/2020;14;387
22/02/2020;15;371
22/02/2020;16;297
22/02/2020;17;357
22/02/2020;18;341
22/02/2020;19;311
22/02/2020;20;208
22/02/2020;21;111
22/02/2020;22;34
22/02/2020;23;19
22/02/2020;24;9
23/02/2020;9;23
23/02/2020;10;99
23/02/2020;11;112
23/02/2020;12;117
23/02/2020;13;107
23/02/2020;14;92
23/02/2020;15;81
23/02/2020;16;111
23/02/2020;17;88
23/02/2020;18;120
23/02/2020;19;119
23/02/2020;20;118
23/02/2020;21;63
23/02/2020;22;22
23/02/2020;23;15
23/02/2020;24;5
24/02/2020;9;90
24/02/2020;10;788
24/02/2020;11;911
24/02/2020;12;945
24/02/2020;13;730
24/02/2020;14;695
24/02/2020;15;750
24/02/2020;16;805
24/02/2020;17;818
24/02/2020;18;824
24/02/2020;19;854
24/02/2020;20;569
24/02/2020;21;290
24/02/2020;22;44
24/02/2020;23;16
24/02/2020;24;12
25/02/2020;9;106
25/02/2020;10;981
25/02/2020;11;1.161
25/02/2020;12;1.215
25/02/2020;13;1.064
25/02/2020;14;743
25/02/2020;15;856
25/02/2020;16;866
25/02/2020;17;890
25/02/2020;18;917
25/02/2020;19;804
25/02/2020;20;624
25/02/2020;21;358
25/02/2020;22;68
25/02/2020;23;30
25/02/2020;24;9
26/02/2020;9;118
26/02/2020;10;1.033
26/02/2020;11;1.014
26/02/2020;12;1.156
26/02/2020;13;1.084
26/02/2020;14;889
26/02/2020;15;868
26/02/2020;16;807
26/02/2020;17;964
26/02/2020;18;1.064
26/02/2020;19;856
26/02/2020;20;665
26/02/2020;21;324
26/02/2020;22;83
26/02/2020;23;27
26/02/2020;24;8
27/02/2020;9;138
27/02/2020;10;949
27/02/2020;11;1.074
27/02/2020;12;948
27/02/2020;13;997
27/02/2020;14;750
27/02/2020;15;823
27/02/2020;16;818
27/02/2020;17;848
27/02/2020;18;928
27/02/2020;19;845
27/02/2020;20;595
27/02/2020;21;327
27/02/2020;22;50
27/02/2020;23;25
27/02/2020;24;17
28/02/2020;9;109
28/02/2020;10;906
28/02/2020;11;1.023
28/02/2020;12;1.049
28/02/2020;13;879
28/02/2020;14;688
28/02/2020;15;769
28/02/2020;16;786
28/02/2020;17;810
28/02/2020;18;695
28/02/2020;19;663
28/02/2020;20;518
28/02/2020;21;275
28/02/2020;22;65
28/02/2020;23;17
28/02/2020;24;7
29/02/2020;9;85
29/02/2020;10;450
29/02/2020;11;706
29/02/2020;12;676
29/02/2020;13;577
29/02/2020;14;373
29/02/2020;15;415
29/02/2020;16;427
29/02/2020;17;403
29/02/2020;18;431
29/02/2020;19;333
29/02/2020;20;245
29/02/2020;21;117
29/02/2020;22;42
29/02/2020;23;17
29/02/2020;24;6
01/03/2020;9;26
01/03/2020;10;134
01/03/2020;11;184
01/03/2020;12;206
01/03/2020;13;190
01/03/2020;14;133
01/03/2020;15;134
01/03/2020;16;111
01/03/2020;17;117
01/03/2020;18;152
01/03/2020;19;131
01/03/2020;20;142
01/03/2020;21;73
01/03/2020;22;38
01/03/2020;23;19
01/03/2020;24;3
02/03/2020;9;94
02/03/2020;10;856
02/03/2020;11;1.135
02/03/2020;12;978
02/03/2020;13;1.021
02/03/2020;14;840
02/03/2020;15;867
02/03/2020;16;929
02/03/2020;17;902
02/03/2020;18;1.160
02/03/2020;19;1.066
02/03/2020;20;713
02/03/2020;21;375
02/03/2020;22;65
02/03/2020;23;28
02/03/2020;24;8
03/03/2020;9;114
03/03/2020;10;851
03/03/2020;11;1.078
03/03/2020;12;1.170
03/03/2020;13;904
03/03/2020;14;787
03/03/2020;15;840
03/03/2020;16;832
03/03/2020;17;879
03/03/2020;18;865
03/03/2020;19;814
03/03/2020;20;549
03/03/2020;21;341
03/03/2020;22;69
03/03/2020;23;18
03/03/2020;24;10
04/03/2020;9;101
04/03/2020;10;796
04/03/2020;11;987
04/03/2020;12;928
04/03/2020;13;840
04/03/2020;14;520
04/03/2020;15;619
04/03/2020;16;714
04/03/2020;17;742
04/03/2020;18;785
04/03/2020;19;665
04/03/2020;20;512
04/03/2020;21;286
04/03/2020;22;78
04/03/2020;23;21
04/03/2020;24;3
05/03/2020;9;97
05/03/2020;10;759
05/03/2020;11;921
05/03/2020;12;990
05/03/2020;13;805
05/03/2020;14;668
05/03/2020;15;657
05/03/2020;16;633
05/03/2020;17;732
05/03/2020;18;826
05/03/2020;19;699
05/03/2020;20;543
05/03/2020;21;249
05/03/2020;22;65
05/03/2020;23;17
05/03/2020;24;3
06/03/2020;9;98
06/03/2020;10;780
06/03/2020;11;926
06/03/2020;12;815
06/03/2020;13;852
06/03/2020;14;616
06/03/2020;15;702
06/03/2020;16;723
06/03/2020;17;651
06/03/2020;18;687
06/03/2020;19;691
06/03/2020;20;410
06/03/2020;21;234
06/03/2020;22;41
06/03/2020;23;18
06/03/2020;24;7
07/03/2020;9;48
07/03/2020;10;464
07/03/2020;11;564
07/03/2020;12;611
07/03/2020;13;509
07/03/2020;14;382
07/03/2020;15;339
07/03/2020;16;373
07/03/2020;17;426
07/03/2020;18;318
07/03/2020;19;332
07/03/2020;20;240
07/03/2020;21;119
07/03/2020;22;27
07/03/2020;23;18
07/03/2020;24;11
08/03/2020;9;24
08/03/2020;10;93
08/03/2020;11;163
08/03/2020;12;170
08/03/2020;13;139
08/03/2020;14;102
08/03/2020;15;121
08/03/2020;16;127
08/03/2020;17;135
08/03/2020;18;142
08/03/2020;19;119
08/03/2020;20;87
08/03/2020;21;72
08/03/2020;22;17
08/03/2020;23;11
08/03/2020;24;1
09/03/2020;9;87
09/03/2020;10;665
09/03/2020;11;922
09/03/2020;12;988
09/03/2020;13;927
09/03/2020;14;671
09/03/2020;15;701
09/03/2020;16;762
09/03/2020;17;945
09/03/2020;18;936
09/03/2020;19;801
09/03/2020;20;554
09/03/2020;21;298
09/03/2020;22;89
09/03/2020;23;29
09/03/2020;24;12
10/03/2020;9;121
10/03/2020;10;1.038
10/03/2020;11;1.228
10/03/2020;12;971
10/03/2020;13;1.135
10/03/2020;14;854
10/03/2020;15;845
10/03/2020;16;884
10/03/2020;17;902
10/03/2020;18;958
10/03/2020;19;938
10/03/2020;20;700
10/03/2020;21;420
10/03/2020;22;79
10/03/2020;23;28
10/03/2020;24;7
11/03/2020;9;161
11/03/2020;10;1.117
11/03/2020;11;1.263
11/03/2020;12;1.298
11/03/2020;13;930
11/03/2020;14;866
11/03/2020;15;881
11/03/2020;16;976
11/03/2020;17;914
11/03/2020;18;851
11/03/2020;19;884
11/03/2020;20;629
11/03/2020;21;340
11/03/2020;22;61
11/03/2020;23;19
11/03/2020;24;9
12/03/2020;9;101
12/03/2020;10;866
12/03/2020;11;1.033
12/03/2020;12;1.096
12/03/2020;13;940
12/03/2020;14;600
12/03/2020;15;643
12/03/2020;16;646
12/03/2020;17;724
12/03/2020;18;790
12/03/2020;19;574
12/03/2020;20;456
12/03/2020;21;252
12/03/2020;22;71
12/03/2020;23;20
12/03/2020;24;8
13/03/2020;9;131
13/03/2020;10;643
13/03/2020;11;855
13/03/2020;12;913
13/03/2020;13;719
13/03/2020;14;534
13/03/2020;15;529
13/03/2020;16;608
13/03/2020;17;633
13/03/2020;18;538
13/03/2020;19;425
13/03/2020;20;277
13/03/2020;21;155
13/03/2020;22;76
13/03/2020;23;32
13/03/2020;24;12
14/03/2020;9;84
14/03/2020;10;344
14/03/2020;11;447
14/03/2020;12;401
14/03/2020;13;435
14/03/2020;14;341
14/03/2020;15;363
14/03/2020;16;259
14/03/2020;17;244
14/03/2020;18;276
14/03/2020;19;236
14/03/2020;20;200
14/03/2020;21;97
14/03/2020;22;32
14/03/2020;23;19
14/03/2020;24;12
15/03/2020;9;29
15/03/2020;10;122
15/03/2020;11;187
15/03/2020;12;139
15/03/2020;13;111
15/03/2020;14;106
15/03/2020;15;101
15/03/2020;16;104
15/03/2020;17;111
15/03/2020;18;108
15/03/2020;19;97
15/03/2020;20;83
15/03/2020;21;50
15/03/2020;22;18
15/03/2020;23;15
15/03/2020;24;6
16/03/2020;9;78
16/03/2020;10;529
16/03/2020;11;711
16/03/2020;12;713
16/03/2020;13;628
16/03/2020;14;392
16/03/2020;15;508
16/03/2020;16;477
16/03/2020;17;536
16/03/2020;18;434
16/03/2020;19;370
16/03/2020;20;308
16/03/2020;21;143
16/03/2020;22;49
16/03/2020;23;11
16/03/2020;24;3
17/03/2020;9;123
17/03/2020;10;442
17/03/2020;11;526
17/03/2020;12;1
17/03/2020;13;1
17/03/2020;14;1
17/03/2020;15;1
17/03/2020;16;1
17/03/2020;17;1
17/03/2020;18;1
17/03/2020;19;1
17/03/2020;20;1
17/03/2020;21;1
17/03/2020;22;1
17/03/2020;23;1
17/03/2020;24;1
18/03/2020;9;1
18/03/2020;10;1
18/03/2020;11;1
18/03/2020;12;1
18/03/2020;13;933
18/03/2020;14;396
18/03/2020;15;434
18/03/2020;16;425
18/03/2020;17;432
